variant,split,image_id,source_image,image,label,blur_parameters
defocus_blur,train,img_8fd032b8b3af865dac45,train/images/20240211_150123_jpg.rf.Wqewt2oKFUxH0toQwnoe.jpg,detector_data/defocus_blur/train/images/img_8fd032b8b3af865dac45.png,detector_data/defocus_blur/train/labels/img_8fd032b8b3af865dac45.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 6.019690669330271, ""motion_length_px"": 43}"
gaussian_blur,train,img_8fd032b8b3af865dac45,train/images/20240211_150123_jpg.rf.Wqewt2oKFUxH0toQwnoe.jpg,detector_data/gaussian_blur/train/images/img_8fd032b8b3af865dac45.png,detector_data/gaussian_blur/train/labels/img_8fd032b8b3af865dac45.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 6.019690669330271, ""motion_length_px"": 43}"
clean,train,img_0753190316ef13607d65,train/images/20240211_150146_jpg.rf.dI4bhl7mTtanGDPCK00b.jpg,detector_data/clean/train/images/img_0753190316ef13607d65.png,detector_data/clean/train/labels/img_0753190316ef13607d65.txt,{}
motion_blur,train,img_0753190316ef13607d65,train/images/20240211_150146_jpg.rf.dI4bhl7mTtanGDPCK00b.jpg,detector_data/motion_blur/train/images/img_0753190316ef13607d65.png,detector_data/motion_blur/train/labels/img_0753190316ef13607d65.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 99.93976120141768, ""motion_length_px"": 43}"
defocus_blur,train,img_0753190316ef13607d65,train/images/20240211_150146_jpg.rf.dI4bhl7mTtanGDPCK00b.jpg,detector_data/defocus_blur/train/images/img_0753190316ef13607d65.png,detector_data/defocus_blur/train/labels/img_0753190316ef13607d65.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 99.93976120141768, ""motion_length_px"": 43}"
gaussian_blur,train,img_0753190316ef13607d65,train/images/20240211_150146_jpg.rf.dI4bhl7mTtanGDPCK00b.jpg,detector_data/gaussian_blur/train/images/img_0753190316ef13607d65.png,detector_data/gaussian_blur/train/labels/img_0753190316ef13607d65.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 99.93976120141768, ""motion_length_px"": 43}"
clean,train,img_640447a2d47b699c4ab0,train/images/20240211_150233_jpg.rf.euoBmbbONr1dbQwK3lHG.jpg,detector_data/clean/train/images/img_640447a2d47b699c4ab0.png,detector_data/clean/train/labels/img_640447a2d47b699c4ab0.txt,{}
motion_blur,train,img_640447a2d47b699c4ab0,train/images/20240211_150233_jpg.rf.euoBmbbONr1dbQwK3lHG.jpg,detector_data/motion_blur/train/images/img_640447a2d47b699c4ab0.png,detector_data/motion_blur/train/labels/img_640447a2d47b699c4ab0.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 138.6192492629207, ""motion_length_px"": 43}"
defocus_blur,train,img_640447a2d47b699c4ab0,train/images/20240211_150233_jpg.rf.euoBmbbONr1dbQwK3lHG.jpg,detector_data/defocus_blur/train/images/img_640447a2d47b699c4ab0.png,detector_data/defocus_blur/train/labels/img_640447a2d47b699c4ab0.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 138.6192492629207, ""motion_length_px"": 43}"
gaussian_blur,train,img_640447a2d47b699c4ab0,train/images/20240211_150233_jpg.rf.euoBmbbONr1dbQwK3lHG.jpg,detector_data/gaussian_blur/train/images/img_640447a2d47b699c4ab0.png,detector_data/gaussian_blur/train/labels/img_640447a2d47b699c4ab0.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 138.6192492629207, ""motion_length_px"": 43}"
clean,train,img_2a89415c0e4991cbc66e,train/images/20240211_150303_jpg.rf.yCcdmeOPy2J45GIvMvUC.jpg,detector_data/clean/train/images/img_2a89415c0e4991cbc66e.png,detector_data/clean/train/labels/img_2a89415c0e4991cbc66e.txt,{}
motion_blur,train,img_2a89415c0e4991cbc66e,train/images/20240211_150303_jpg.rf.yCcdmeOPy2J45GIvMvUC.jpg,detector_data/motion_blur/train/images/img_2a89415c0e4991cbc66e.png,detector_data/motion_blur/train/labels/img_2a89415c0e4991cbc66e.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 173.2058204637679, ""motion_length_px"": 43}"
defocus_blur,train,img_2a89415c0e4991cbc66e,train/images/20240211_150303_jpg.rf.yCcdmeOPy2J45GIvMvUC.jpg,detector_data/defocus_blur/train/images/img_2a89415c0e4991cbc66e.png,detector_data/defocus_blur/train/labels/img_2a89415c0e4991cbc66e.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 173.2058204637679, ""motion_length_px"": 43}"
gaussian_blur,train,img_2a89415c0e4991cbc66e,train/images/20240211_150303_jpg.rf.yCcdmeOPy2J45GIvMvUC.jpg,detector_data/gaussian_blur/train/images/img_2a89415c0e4991cbc66e.png,detector_data/gaussian_blur/train/labels/img_2a89415c0e4991cbc66e.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 173.2058204637679, ""motion_length_px"": 43}"
clean,train,img_744100c0f34f6f908677,train/images/20240211_150321_jpg.rf.HmDitqUqvtp2rVzHwTJ3.jpg,detector_data/clean/train/images/img_744100c0f34f6f908677.png,detector_data/clean/train/labels/img_744100c0f34f6f908677.txt,{}
motion_blur,train,img_744100c0f34f6f908677,train/images/20240211_150321_jpg.rf.HmDitqUqvtp2rVzHwTJ3.jpg,detector_data/motion_blur/train/images/img_744100c0f34f6f908677.png,detector_data/motion_blur/train/labels/img_744100c0f34f6f908677.txt,"{""defocus_radius_px"": 12, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 79.87383166928277, ""motion_length_px"": 31}"
defocus_blur,train,img_744100c0f34f6f908677,train/images/20240211_150321_jpg.rf.HmDitqUqvtp2rVzHwTJ3.jpg,detector_data/defocus_blur/train/images/img_744100c0f34f6f908677.png,detector_data/defocus_blur/train/labels/img_744100c0f34f6f908677.txt,"{""defocus_radius_px"": 12, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 79.87383166928277, ""motion_length_px"": 31}"
gaussian_blur,train,img_744100c0f34f6f908677,train/images/20240211_150321_jpg.rf.HmDitqUqvtp2rVzHwTJ3.jpg,detector_data/gaussian_blur/train/images/img_744100c0f34f6f908677.png,detector_data/gaussian_blur/train/labels/img_744100c0f34f6f908677.txt,"{""defocus_radius_px"": 12, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 79.87383166928277, ""motion_length_px"": 31}"
clean,train,img_047fb7dc80681209b56a,train/images/20240211_150534_jpg.rf.WtyNPlcCcDxm5df1dvCB.jpg,detector_data/clean/train/images/img_047fb7dc80681209b56a.png,detector_data/clean/train/labels/img_047fb7dc80681209b56a.txt,{}
motion_blur,train,img_047fb7dc80681209b56a,train/images/20240211_150534_jpg.rf.WtyNPlcCcDxm5df1dvCB.jpg,detector_data/motion_blur/train/images/img_047fb7dc80681209b56a.png,detector_data/motion_blur/train/labels/img_047fb7dc80681209b56a.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 82.32406983018107, ""motion_length_px"": 43}"
defocus_blur,train,img_047fb7dc80681209b56a,train/images/20240211_150534_jpg.rf.WtyNPlcCcDxm5df1dvCB.jpg,detector_data/defocus_blur/train/images/img_047fb7dc80681209b56a.png,detector_data/defocus_blur/train/labels/img_047fb7dc80681209b56a.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 82.32406983018107, ""motion_length_px"": 43}"
gaussian_blur,train,img_047fb7dc80681209b56a,train/images/20240211_150534_jpg.rf.WtyNPlcCcDxm5df1dvCB.jpg,detector_data/gaussian_blur/train/images/img_047fb7dc80681209b56a.png,detector_data/gaussian_blur/train/labels/img_047fb7dc80681209b56a.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 82.32406983018107, ""motion_length_px"": 43}"
clean,train,img_da92053dbf92caf0f294,train/images/20240211_150824_jpg.rf.NtFKbmfecPF0oyPRlkjs.jpg,detector_data/clean/train/images/img_da92053dbf92caf0f294.png,detector_data/clean/train/labels/img_da92053dbf92caf0f294.txt,{}
motion_blur,train,img_da92053dbf92caf0f294,train/images/20240211_150824_jpg.rf.NtFKbmfecPF0oyPRlkjs.jpg,detector_data/motion_blur/train/images/img_da92053dbf92caf0f294.png,detector_data/motion_blur/train/labels/img_da92053dbf92caf0f294.txt,"{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 6.221412165435064, ""motion_angle_deg"": 3.1217916887540564, ""motion_length_px"": 27}"
defocus_blur,train,img_da92053dbf92caf0f294,train/images/20240211_150824_jpg.rf.NtFKbmfecPF0oyPRlkjs.jpg,detector_data/defocus_blur/train/images/img_da92053dbf92caf0f294.png,detector_data/defocus_blur/train/labels/img_da92053dbf92caf0f294.txt,"{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 6.221412165435064, ""motion_angle_deg"": 3.1217916887540564, ""motion_length_px"": 27}"
gaussian_blur,train,img_da92053dbf92caf0f294,train/images/20240211_150824_jpg.rf.NtFKbmfecPF0oyPRlkjs.jpg,detector_data/gaussian_blur/train/images/img_da92053dbf92caf0f294.png,detector_data/gaussian_blur/train/labels/img_da92053dbf92caf0f294.txt,"{""defocus_radius_px"": 8, ""gaussian_sigma_px"": 6.221412165435064, ""motion_angle_deg"": 3.1217916887540564, ""motion_length_px"": 27}"
clean,train,img_3a47a4c23716cfa276ed,train/images/20240211_150952_jpg.rf.Jn4EsfHqi2U8Y15EfBk7.jpg,detector_data/clean/train/images/img_3a47a4c23716cfa276ed.png,detector_data/clean/train/labels/img_3a47a4c23716cfa276ed.txt,{}
motion_blur,train,img_3a47a4c23716cfa276ed,train/images/20240211_150952_jpg.rf.Jn4EsfHqi2U8Y15EfBk7.jpg,detector_data/motion_blur/train/images/img_3a47a4c23716cfa276ed.png,detector_data/motion_blur/train/labels/img_3a47a4c23716cfa276ed.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 177.6715832508895, ""motion_length_px"": 43}"
defocus_blur,train,img_3a47a4c23716cfa276ed,train/images/20240211_150952_jpg.rf.Jn4EsfHqi2U8Y15EfBk7.jpg,detector_data/defocus_blur/train/images/img_3a47a4c23716cfa276ed.png,detector_data/defocus_blur/train/labels/img_3a47a4c23716cfa276ed.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 177.6715832508895, ""motion_length_px"": 43}"
gaussian_blur,train,img_3a47a4c23716cfa276ed,train/images/20240211_150952_jpg.rf.Jn4EsfHqi2U8Y15EfBk7.jpg,detector_data/gaussian_blur/train/images/img_3a47a4c23716cfa276ed.png,detector_data/gaussian_blur/train/labels/img_3a47a4c23716cfa276ed.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 177.6715832508895, ""motion_length_px"": 43}"
clean,train,img_fafd8987db18ce76a9e2,train/images/20240211_151030_jpg.rf.kXELfwwx2IOEr94LloBe.jpg,detector_data/clean/train/images/img_fafd8987db18ce76a9e2.png,detector_data/clean/train/labels/img_fafd8987db18ce76a9e2.txt,{}
motion_blur,train,img_fafd8987db18ce76a9e2,train/images/20240211_151030_jpg.rf.kXELfwwx2IOEr94LloBe.jpg,detector_data/motion_blur/train/images/img_fafd8987db18ce76a9e2.png,detector_data/motion_blur/train/labels/img_fafd8987db18ce76a9e2.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 22.473150789866377, ""motion_length_px"": 43}"
defocus_blur,train,img_fafd8987db18ce76a9e2,train/images/20240211_151030_jpg.rf.kXELfwwx2IOEr94LloBe.jpg,detector_data/defocus_blur/train/images/img_fafd8987db18ce76a9e2.png,detector_data/defocus_blur/train/labels/img_fafd8987db18ce76a9e2.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 22.473150789866377, ""motion_length_px"": 43}"
gaussian_blur,train,img_fafd8987db18ce76a9e2,train/images/20240211_151030_jpg.rf.kXELfwwx2IOEr94LloBe.jpg,detector_data/gaussian_blur/train/images/img_fafd8987db18ce76a9e2.png,detector_data/gaussian_blur/train/labels/img_fafd8987db18ce76a9e2.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 22.473150789866377, ""motion_length_px"": 43}"
clean,train,img_f0be34c120777ff4f1be,train/images/20240211_151217_jpg.rf.K6Ah0XoWGngRKLfa6erd.jpg,detector_data/clean/train/images/img_f0be34c120777ff4f1be.png,detector_data/clean/train/labels/img_f0be34c120777ff4f1be.txt,{}
motion_blur,train,img_f0be34c120777ff4f1be,train/images/20240211_151217_jpg.rf.K6Ah0XoWGngRKLfa6erd.jpg,detector_data/motion_blur/train/images/img_f0be34c120777ff4f1be.png,detector_data/motion_blur/train/labels/img_f0be34c120777ff4f1be.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 120.36466260945468, ""motion_length_px"": 43}"
defocus_blur,train,img_f0be34c120777ff4f1be,train/images/20240211_151217_jpg.rf.K6Ah0XoWGngRKLfa6erd.jpg,detector_data/defocus_blur/train/images/img_f0be34c120777ff4f1be.png,detector_data/defocus_blur/train/labels/img_f0be34c120777ff4f1be.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 120.36466260945468, ""motion_length_px"": 43}"
gaussian_blur,train,img_f0be34c120777ff4f1be,train/images/20240211_151217_jpg.rf.K6Ah0XoWGngRKLfa6erd.jpg,detector_data/gaussian_blur/train/images/img_f0be34c120777ff4f1be.png,detector_data/gaussian_blur/train/labels/img_f0be34c120777ff4f1be.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 120.36466260945468, ""motion_length_px"": 43}"
clean,train,img_ba2df5ca6d87aad55258,train/images/20240211_151437_jpg.rf.rPDQUYMHoPhZmncJvkVJ.jpg,detector_data/clean/train/images/img_ba2df5ca6d87aad55258.png,detector_data/clean/train/labels/img_ba2df5ca6d87aad55258.txt,{}
motion_blur,train,img_ba2df5ca6d87aad55258,train/images/20240211_151437_jpg.rf.rPDQUYMHoPhZmncJvkVJ.jpg,detector_data/motion_blur/train/images/img_ba2df5ca6d87aad55258.png,detector_data/motion_blur/train/labels/img_ba2df5ca6d87aad55258.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 34.373632811016634, ""motion_length_px"": 37}"
defocus_blur,train,img_ba2df5ca6d87aad55258,train/images/20240211_151437_jpg.rf.rPDQUYMHoPhZmncJvkVJ.jpg,detector_data/defocus_blur/train/images/img_ba2df5ca6d87aad55258.png,detector_data/defocus_blur/train/labels/img_ba2df5ca6d87aad55258.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 34.373632811016634, ""motion_length_px"": 37}"
gaussian_blur,train,img_ba2df5ca6d87aad55258,train/images/20240211_151437_jpg.rf.rPDQUYMHoPhZmncJvkVJ.jpg,detector_data/gaussian_blur/train/images/img_ba2df5ca6d87aad55258.png,detector_data/gaussian_blur/train/labels/img_ba2df5ca6d87aad55258.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 34.373632811016634, ""motion_length_px"": 37}"
clean,train,img_a37ce2ee1b2b9d122c5c,train/images/20240211_151502_jpg.rf.yCG645ouQ29gApi6HBdK.jpg,detector_data/clean/train/images/img_a37ce2ee1b2b9d122c5c.png,detector_data/clean/train/labels/img_a37ce2ee1b2b9d122c5c.txt,{}
motion_blur,train,img_a37ce2ee1b2b9d122c5c,train/images/20240211_151502_jpg.rf.yCG645ouQ29gApi6HBdK.jpg,detector_data/motion_blur/train/images/img_a37ce2ee1b2b9d122c5c.png,detector_data/motion_blur/train/labels/img_a37ce2ee1b2b9d122c5c.txt,"{""defocus_radius_px"": 12, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 34.15161010719543, ""motion_length_px"": 33}"
defocus_blur,train,img_a37ce2ee1b2b9d122c5c,train/images/20240211_151502_jpg.rf.yCG645ouQ29gApi6HBdK.jpg,detector_data/defocus_blur/train/images/img_a37ce2ee1b2b9d122c5c.png,detector_data/defocus_blur/train/labels/img_a37ce2ee1b2b9d122c5c.txt,"{""defocus_radius_px"": 12, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 34.15161010719543, ""motion_length_px"": 33}"
gaussian_blur,train,img_a37ce2ee1b2b9d122c5c,train/images/20240211_151502_jpg.rf.yCG645ouQ29gApi6HBdK.jpg,detector_data/gaussian_blur/train/images/img_a37ce2ee1b2b9d122c5c.png,detector_data/gaussian_blur/train/labels/img_a37ce2ee1b2b9d122c5c.txt,"{""defocus_radius_px"": 12, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 34.15161010719543, ""motion_length_px"": 33}"
clean,train,img_ac84cd1fc4e50f890ab7,train/images/20240211_151516_jpg.rf.rQOyVUxHu2PYS9zE5Ent.jpg,detector_data/clean/train/images/img_ac84cd1fc4e50f890ab7.png,detector_data/clean/train/labels/img_ac84cd1fc4e50f890ab7.txt,{}
motion_blur,train,img_ac84cd1fc4e50f890ab7,train/images/20240211_151516_jpg.rf.rQOyVUxHu2PYS9zE5Ent.jpg,detector_data/motion_blur/train/images/img_ac84cd1fc4e50f890ab7.png,detector_data/motion_blur/train/labels/img_ac84cd1fc4e50f890ab7.txt,"{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 89.72660246255404, ""motion_length_px"": 43}"
defocus_blur,train,img_ac84cd1fc4e50f890ab7,train/images/20240211_151516_jpg.rf.rQOyVUxHu2PYS9zE5Ent.jpg,detector_data/defocus_blur/train/images/img_ac84cd1fc4e50f890ab7.png,detector_data/defocus_blur/train/labels/img_ac84cd1fc4e50f890ab7.txt,"{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 89.72660246255404, ""motion_length_px"": 43}"
gaussian_blur,train,img_ac84cd1fc4e50f890ab7,train/images/20240211_151516_jpg.rf.rQOyVUxHu2PYS9zE5Ent.jpg,detector_data/gaussian_blur/train/images/img_ac84cd1fc4e50f890ab7.png,detector_data/gaussian_blur/train/labels/img_ac84cd1fc4e50f890ab7.txt,"{""defocus_radius_px"": 13, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 89.72660246255404, ""motion_length_px"": 43}"
clean,train,img_0e16288a674893d1d5fb,train/images/20240211_151545_jpg.rf.v1ciwXDiqd0pfPlfyuFJ.jpg,detector_data/clean/train/images/img_0e16288a674893d1d5fb.png,detector_data/clean/train/labels/img_0e16288a674893d1d5fb.txt,{}
motion_blur,train,img_0e16288a674893d1d5fb,train/images/20240211_151545_jpg.rf.v1ciwXDiqd0pfPlfyuFJ.jpg,detector_data/motion_blur/train/images/img_0e16288a674893d1d5fb.png,detector_data/motion_blur/train/labels/img_0e16288a674893d1d5fb.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 163.90751906339744, ""motion_length_px"": 43}"
defocus_blur,train,img_0e16288a674893d1d5fb,train/images/20240211_151545_jpg.rf.v1ciwXDiqd0pfPlfyuFJ.jpg,detector_data/defocus_blur/train/images/img_0e16288a674893d1d5fb.png,detector_data/defocus_blur/train/labels/img_0e16288a674893d1d5fb.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 163.90751906339744, ""motion_length_px"": 43}"
gaussian_blur,train,img_0e16288a674893d1d5fb,train/images/20240211_151545_jpg.rf.v1ciwXDiqd0pfPlfyuFJ.jpg,detector_data/gaussian_blur/train/images/img_0e16288a674893d1d5fb.png,detector_data/gaussian_blur/train/labels/img_0e16288a674893d1d5fb.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 163.90751906339744, ""motion_length_px"": 43}"
clean,train,img_38f7d21c8cbb6ff91175,train/images/20240211_151646_jpg.rf.WEzXWjCh38U5enrNzeJy.jpg,detector_data/clean/train/images/img_38f7d21c8cbb6ff91175.png,detector_data/clean/train/labels/img_38f7d21c8cbb6ff91175.txt,{}
motion_blur,train,img_38f7d21c8cbb6ff91175,train/images/20240211_151646_jpg.rf.WEzXWjCh38U5enrNzeJy.jpg,detector_data/motion_blur/train/images/img_38f7d21c8cbb6ff91175.png,detector_data/motion_blur/train/labels/img_38f7d21c8cbb6ff91175.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 33.292196334527056, ""motion_length_px"": 43}"
defocus_blur,train,img_38f7d21c8cbb6ff91175,train/images/20240211_151646_jpg.rf.WEzXWjCh38U5enrNzeJy.jpg,detector_data/defocus_blur/train/images/img_38f7d21c8cbb6ff91175.png,detector_data/defocus_blur/train/labels/img_38f7d21c8cbb6ff91175.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 33.292196334527056, ""motion_length_px"": 43}"
gaussian_blur,train,img_38f7d21c8cbb6ff91175,train/images/20240211_151646_jpg.rf.WEzXWjCh38U5enrNzeJy.jpg,detector_data/gaussian_blur/train/images/img_38f7d21c8cbb6ff91175.png,detector_data/gaussian_blur/train/labels/img_38f7d21c8cbb6ff91175.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 33.292196334527056, ""motion_length_px"": 43}"
clean,train,img_2dbff67027ee42089bbc,train/images/20240211_151912_jpg.rf.HIrEbFgPYrG2ZmYH3evV.jpg,detector_data/clean/train/images/img_2dbff67027ee42089bbc.png,detector_data/clean/train/labels/img_2dbff67027ee42089bbc.txt,{}
motion_blur,train,img_2dbff67027ee42089bbc,train/images/20240211_151912_jpg.rf.HIrEbFgPYrG2ZmYH3evV.jpg,detector_data/motion_blur/train/images/img_2dbff67027ee42089bbc.png,detector_data/motion_blur/train/labels/img_2dbff67027ee42089bbc.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 84.28772977011026, ""motion_length_px"": 43}"
defocus_blur,train,img_2dbff67027ee42089bbc,train/images/20240211_151912_jpg.rf.HIrEbFgPYrG2ZmYH3evV.jpg,detector_data/defocus_blur/train/images/img_2dbff67027ee42089bbc.png,detector_data/defocus_blur/train/labels/img_2dbff67027ee42089bbc.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 84.28772977011026, ""motion_length_px"": 43}"
gaussian_blur,train,img_2dbff67027ee42089bbc,train/images/20240211_151912_jpg.rf.HIrEbFgPYrG2ZmYH3evV.jpg,detector_data/gaussian_blur/train/images/img_2dbff67027ee42089bbc.png,detector_data/gaussian_blur/train/labels/img_2dbff67027ee42089bbc.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 84.28772977011026, ""motion_length_px"": 43}"
clean,train,img_61b1cd513b03df374afd,train/images/20240211_152343_jpg.rf.KRZXQZxHbToR9A7zzG6T.jpg,detector_data/clean/train/images/img_61b1cd513b03df374afd.png,detector_data/clean/train/labels/img_61b1cd513b03df374afd.txt,{}
motion_blur,train,img_61b1cd513b03df374afd,train/images/20240211_152343_jpg.rf.KRZXQZxHbToR9A7zzG6T.jpg,detector_data/motion_blur/train/images/img_61b1cd513b03df374afd.png,detector_data/motion_blur/train/labels/img_61b1cd513b03df374afd.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 29.7585474858782, ""motion_length_px"": 43}"
defocus_blur,train,img_61b1cd513b03df374afd,train/images/20240211_152343_jpg.rf.KRZXQZxHbToR9A7zzG6T.jpg,detector_data/defocus_blur/train/images/img_61b1cd513b03df374afd.png,detector_data/defocus_blur/train/labels/img_61b1cd513b03df374afd.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 29.7585474858782, ""motion_length_px"": 43}"
gaussian_blur,train,img_61b1cd513b03df374afd,train/images/20240211_152343_jpg.rf.KRZXQZxHbToR9A7zzG6T.jpg,detector_data/gaussian_blur/train/images/img_61b1cd513b03df374afd.png,detector_data/gaussian_blur/train/labels/img_61b1cd513b03df374afd.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 29.7585474858782, ""motion_length_px"": 43}"
clean,train,img_79813aecf8aaed4e7b67,train/images/20240211_152451_jpg.rf.uPko29iRWRO0NHNH19OQ.jpg,detector_data/clean/train/images/img_79813aecf8aaed4e7b67.png,detector_data/clean/train/labels/img_79813aecf8aaed4e7b67.txt,{}
motion_blur,train,img_79813aecf8aaed4e7b67,train/images/20240211_152451_jpg.rf.uPko29iRWRO0NHNH19OQ.jpg,detector_data/motion_blur/train/images/img_79813aecf8aaed4e7b67.png,detector_data/motion_blur/train/labels/img_79813aecf8aaed4e7b67.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 160.89126538737702, ""motion_length_px"": 43}"
defocus_blur,train,img_79813aecf8aaed4e7b67,train/images/20240211_152451_jpg.rf.uPko29iRWRO0NHNH19OQ.jpg,detector_data/defocus_blur/train/images/img_79813aecf8aaed4e7b67.png,detector_data/defocus_blur/train/labels/img_79813aecf8aaed4e7b67.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 160.89126538737702, ""motion_length_px"": 43}"
gaussian_blur,train,img_79813aecf8aaed4e7b67,train/images/20240211_152451_jpg.rf.uPko29iRWRO0NHNH19OQ.jpg,detector_data/gaussian_blur/train/images/img_79813aecf8aaed4e7b67.png,detector_data/gaussian_blur/train/labels/img_79813aecf8aaed4e7b67.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 160.89126538737702, ""motion_length_px"": 43}"
clean,train,img_b000217b66b879d1483b,train/images/20240211_152622_jpg.rf.rS6KmHfynoatGPqul3O9.jpg,detector_data/clean/train/images/img_b000217b66b879d1483b.png,detector_data/clean/train/labels/img_b000217b66b879d1483b.txt,{}
motion_blur,train,img_b000217b66b879d1483b,train/images/20240211_152622_jpg.rf.rS6KmHfynoatGPqul3O9.jpg,detector_data/motion_blur/train/images/img_b000217b66b879d1483b.png,detector_data/motion_blur/train/labels/img_b000217b66b879d1483b.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 179.92799707177105, ""motion_length_px"": 43}"
defocus_blur,train,img_b000217b66b879d1483b,train/images/20240211_152622_jpg.rf.rS6KmHfynoatGPqul3O9.jpg,detector_data/defocus_blur/train/images/img_b000217b66b879d1483b.png,detector_data/defocus_blur/train/labels/img_b000217b66b879d1483b.txt,"{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 179.92799707177105, ""motion_length_px"": 43}"
