filename,variant,split,plate_id,source_image,image_id,annotation_index,class_id,crop_width,crop_height,given_corners_normalized,blur_parameters
defocus_blurr_plate/train/img_af449502f8b9cabd2bea__p001.png,defocus_blur,train,plate_3c961eb574907e42330b0150,train/images/1610_png.rf.XpEczg5SU5c2PDsiAQ5Y.png,img_af449502f8b9cabd2bea,1,0,120,61,"[[0.6446540880503145, 0.6295180722891566], [0.4559748427672956, 0.6295180722891566], [0.45597484276729566, 0.7213855421686747], [0.6446540880503147, 0.7213855421686747]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.4344515050871696, ""motion_angle_deg"": 155.75982074386894, ""motion_length_px"": 13}"
gaussian_blurr_plate/train/img_af449502f8b9cabd2bea__p001.png,gaussian_blur,train,plate_3c961eb574907e42330b0150,train/images/1610_png.rf.XpEczg5SU5c2PDsiAQ5Y.png,img_af449502f8b9cabd2bea,1,0,120,61,"[[0.6446540880503145, 0.6295180722891566], [0.4559748427672956, 0.6295180722891566], [0.45597484276729566, 0.7213855421686747], [0.6446540880503147, 0.7213855421686747]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.4344515050871696, ""motion_angle_deg"": 155.75982074386894, ""motion_length_px"": 13}"
clean_plates/train/img_532cc9d3f97be8b3ce82__p001.png,clean,train,plate_92d75d1e136bfe93ebae8466,train/images/16127_png.rf.GaQ39vYP1kYxSlZJWDJv.png,img_532cc9d3f97be8b3ce82,1,0,113,65,"[[0.6790281329923273, 0.6057692307692308], [0.5345268542199488, 0.6057692307692307], [0.5345268542199489, 0.6950549450549451], [0.6790281329923273, 0.6950549450549453]]",{}
motion_blurr_plate/train/img_532cc9d3f97be8b3ce82__p001.png,motion_blur,train,plate_92d75d1e136bfe93ebae8466,train/images/16127_png.rf.GaQ39vYP1kYxSlZJWDJv.png,img_532cc9d3f97be8b3ce82,1,0,113,65,"[[0.6790281329923273, 0.6057692307692308], [0.5345268542199488, 0.6057692307692307], [0.5345268542199489, 0.6950549450549451], [0.6790281329923273, 0.6950549450549453]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.3889380882871687, ""motion_angle_deg"": 84.78790957227348, ""motion_length_px"": 13}"
defocus_blurr_plate/train/img_532cc9d3f97be8b3ce82__p001.png,defocus_blur,train,plate_92d75d1e136bfe93ebae8466,train/images/16127_png.rf.GaQ39vYP1kYxSlZJWDJv.png,img_532cc9d3f97be8b3ce82,1,0,113,65,"[[0.6790281329923273, 0.6057692307692308], [0.5345268542199488, 0.6057692307692307], [0.5345268542199489, 0.6950549450549451], [0.6790281329923273, 0.6950549450549453]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.3889380882871687, ""motion_angle_deg"": 84.78790957227348, ""motion_length_px"": 13}"
gaussian_blurr_plate/train/img_532cc9d3f97be8b3ce82__p001.png,gaussian_blur,train,plate_92d75d1e136bfe93ebae8466,train/images/16127_png.rf.GaQ39vYP1kYxSlZJWDJv.png,img_532cc9d3f97be8b3ce82,1,0,113,65,"[[0.6790281329923273, 0.6057692307692308], [0.5345268542199488, 0.6057692307692307], [0.5345268542199489, 0.6950549450549451], [0.6790281329923273, 0.6950549450549453]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.3889380882871687, ""motion_angle_deg"": 84.78790957227348, ""motion_length_px"": 13}"
clean_plates/train/img_25ab96ff7e737f5e4118__p001.png,clean,train,plate_904e08b6d8e5ba4ab8545f0e,train/images/16154_png.rf.7S2RCMhSmEUUP6VkF3Tn.png,img_25ab96ff7e737f5e4118,1,0,128,74,"[[0.5455904334828103, 0.5627198124267292], [0.35426008968609873, 0.5627198124267292], [0.35426008968609873, 0.64947245017585], [0.5455904334828103, 0.64947245017585]]",{}
motion_blurr_plate/train/img_25ab96ff7e737f5e4118__p001.png,motion_blur,train,plate_904e08b6d8e5ba4ab8545f0e,train/images/16154_png.rf.7S2RCMhSmEUUP6VkF3Tn.png,img_25ab96ff7e737f5e4118,1,0,128,74,"[[0.5455904334828103, 0.5627198124267292], [0.35426008968609873, 0.5627198124267292], [0.35426008968609873, 0.64947245017585], [0.5455904334828103, 0.64947245017585]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 3.6950761100244622, ""motion_angle_deg"": 16.478784443146775, ""motion_length_px"": 15}"
defocus_blurr_plate/train/img_25ab96ff7e737f5e4118__p001.png,defocus_blur,train,plate_904e08b6d8e5ba4ab8545f0e,train/images/16154_png.rf.7S2RCMhSmEUUP6VkF3Tn.png,img_25ab96ff7e737f5e4118,1,0,128,74,"[[0.5455904334828103, 0.5627198124267292], [0.35426008968609873, 0.5627198124267292], [0.35426008968609873, 0.64947245017585], [0.5455904334828103, 0.64947245017585]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 3.6950761100244622, ""motion_angle_deg"": 16.478784443146775, ""motion_length_px"": 15}"
gaussian_blurr_plate/train/img_25ab96ff7e737f5e4118__p001.png,gaussian_blur,train,plate_904e08b6d8e5ba4ab8545f0e,train/images/16154_png.rf.7S2RCMhSmEUUP6VkF3Tn.png,img_25ab96ff7e737f5e4118,1,0,128,74,"[[0.5455904334828103, 0.5627198124267292], [0.35426008968609873, 0.5627198124267292], [0.35426008968609873, 0.64947245017585], [0.5455904334828103, 0.64947245017585]]","{""defocus_radius_px"": 6, ""gaussian_sigma_px"": 3.6950761100244622, ""motion_angle_deg"": 16.478784443146775, ""motion_length_px"": 15}"
clean_plates/train/img_8e1526e9426ad5983845__p001.png,clean,train,plate_d6e8acdd1bea0c7ffdd7602e,train/images/16181_png.rf.j1702TwFLIbHoIgjiaKA.png,img_8e1526e9426ad5983845,1,0,116,61,"[[0.666225165562914, 0.7679558011049725], [0.5125827814569537, 0.7679558011049724], [0.5125827814569537, 0.8802946593001842], [0.6662251655629141, 0.8802946593001844]]",{}
motion_blurr_plate/train/img_8e1526e9426ad5983845__p001.png,motion_blur,train,plate_d6e8acdd1bea0c7ffdd7602e,train/images/16181_png.rf.j1702TwFLIbHoIgjiaKA.png,img_8e1526e9426ad5983845,1,0,116,61,"[[0.666225165562914, 0.7679558011049725], [0.5125827814569537, 0.7679558011049724], [0.5125827814569537, 0.8802946593001842], [0.6662251655629141, 0.8802946593001844]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.033817461930809, ""motion_angle_deg"": 3.840387068140736, ""motion_length_px"": 9}"
defocus_blurr_plate/train/img_8e1526e9426ad5983845__p001.png,defocus_blur,train,plate_d6e8acdd1bea0c7ffdd7602e,train/images/16181_png.rf.j1702TwFLIbHoIgjiaKA.png,img_8e1526e9426ad5983845,1,0,116,61,"[[0.666225165562914, 0.7679558011049725], [0.5125827814569537, 0.7679558011049724], [0.5125827814569537, 0.8802946593001842], [0.6662251655629141, 0.8802946593001844]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.033817461930809, ""motion_angle_deg"": 3.840387068140736, ""motion_length_px"": 9}"
gaussian_blurr_plate/train/img_8e1526e9426ad5983845__p001.png,gaussian_blur,train,plate_d6e8acdd1bea0c7ffdd7602e,train/images/16181_png.rf.j1702TwFLIbHoIgjiaKA.png,img_8e1526e9426ad5983845,1,0,116,61,"[[0.666225165562914, 0.7679558011049725], [0.5125827814569537, 0.7679558011049724], [0.5125827814569537, 0.8802946593001842], [0.6662251655629141, 0.8802946593001844]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.033817461930809, ""motion_angle_deg"": 3.840387068140736, ""motion_length_px"": 9}"
clean_plates/train/img_ad1cd7ca918e4986aa12__p001.png,clean,train,plate_1e7bfd2dd09ebe08e3d855e6,train/images/16343_png.rf.nRSx41qMlSkwOz4ARj1I.png,img_ad1cd7ca918e4986aa12,1,0,195,84,"[[0.5962632006498781, 0.4433768016472203], [0.437855402112104, 0.4433768016472203], [0.437855402112104, 0.5010295126973233], [0.5962632006498781, 0.5010295126973233]]",{}
motion_blurr_plate/train/img_ad1cd7ca918e4986aa12__p001.png,motion_blur,train,plate_1e7bfd2dd09ebe08e3d855e6,train/images/16343_png.rf.nRSx41qMlSkwOz4ARj1I.png,img_ad1cd7ca918e4986aa12,1,0,195,84,"[[0.5962632006498781, 0.4433768016472203], [0.437855402112104, 0.4433768016472203], [0.437855402112104, 0.5010295126973233], [0.5962632006498781, 0.5010295126973233]]","{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 4.015948973471897, ""motion_angle_deg"": 50.08418564881977, ""motion_length_px"": 11}"
defocus_blurr_plate/train/img_ad1cd7ca918e4986aa12__p001.png,defocus_blur,train,plate_1e7bfd2dd09ebe08e3d855e6,train/images/16343_png.rf.nRSx41qMlSkwOz4ARj1I.png,img_ad1cd7ca918e4986aa12,1,0,195,84,"[[0.5962632006498781, 0.4433768016472203], [0.437855402112104, 0.4433768016472203], [0.437855402112104, 0.5010295126973233], [0.5962632006498781, 0.5010295126973233]]","{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 4.015948973471897, ""motion_angle_deg"": 50.08418564881977, ""motion_length_px"": 11}"
gaussian_blurr_plate/train/img_ad1cd7ca918e4986aa12__p001.png,gaussian_blur,train,plate_1e7bfd2dd09ebe08e3d855e6,train/images/16343_png.rf.nRSx41qMlSkwOz4ARj1I.png,img_ad1cd7ca918e4986aa12,1,0,195,84,"[[0.5962632006498781, 0.4433768016472203], [0.437855402112104, 0.4433768016472203], [0.437855402112104, 0.5010295126973233], [0.5962632006498781, 0.5010295126973233]]","{""defocus_radius_px"": 7, ""gaussian_sigma_px"": 4.015948973471897, ""motion_angle_deg"": 50.08418564881977, ""motion_length_px"": 11}"
clean_plates/train/img_9bba806f2ca3f7734034__p001.png,clean,train,plate_8824630a61bb61299e68567b,train/images/16464_png.rf.LbnWuC6bPUeZ0wNIbUGc.png,img_9bba806f2ca3f7734034,1,0,135,70,"[[0.5645438898450946, 0.7342105263157894], [0.332185886402754, 0.7342105263157894], [0.332185886402754, 0.9184210526315789], [0.5645438898450946, 0.9184210526315789]]",{}
motion_blurr_plate/train/img_9bba806f2ca3f7734034__p001.png,motion_blur,train,plate_8824630a61bb61299e68567b,train/images/16464_png.rf.LbnWuC6bPUeZ0wNIbUGc.png,img_9bba806f2ca3f7734034,1,0,135,70,"[[0.5645438898450946, 0.7342105263157894], [0.332185886402754, 0.7342105263157894], [0.332185886402754, 0.9184210526315789], [0.5645438898450946, 0.9184210526315789]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.9172756756943787, ""motion_angle_deg"": 113.41406581223721, ""motion_length_px"": 11}"
defocus_blurr_plate/train/img_9bba806f2ca3f7734034__p001.png,defocus_blur,train,plate_8824630a61bb61299e68567b,train/images/16464_png.rf.LbnWuC6bPUeZ0wNIbUGc.png,img_9bba806f2ca3f7734034,1,0,135,70,"[[0.5645438898450946, 0.7342105263157894], [0.332185886402754, 0.7342105263157894], [0.332185886402754, 0.9184210526315789], [0.5645438898450946, 0.9184210526315789]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.9172756756943787, ""motion_angle_deg"": 113.41406581223721, ""motion_length_px"": 11}"
gaussian_blurr_plate/train/img_9bba806f2ca3f7734034__p001.png,gaussian_blur,train,plate_8824630a61bb61299e68567b,train/images/16464_png.rf.LbnWuC6bPUeZ0wNIbUGc.png,img_9bba806f2ca3f7734034,1,0,135,70,"[[0.5645438898450946, 0.7342105263157894], [0.332185886402754, 0.7342105263157894], [0.332185886402754, 0.9184210526315789], [0.5645438898450946, 0.9184210526315789]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.9172756756943787, ""motion_angle_deg"": 113.41406581223721, ""motion_length_px"": 11}"
clean_plates/train/img_460d289bd4bb8ae07953__p001.png,clean,train,plate_4cc65e8c9cd37d419c64e727,train/images/165-jpg_jpg.rf.dNvPnTl0P9E6hzeerpI7.jpg,img_460d289bd4bb8ae07953,1,0,363,757,"[[0.60675, 0.2910000000000001], [0.516, 0.2910000000000001], [0.516, 0.5433333333333334], [0.60675, 0.5433333333333334]]",{}
motion_blurr_plate/train/img_460d289bd4bb8ae07953__p001.png,motion_blur,train,plate_4cc65e8c9cd37d419c64e727,train/images/165-jpg_jpg.rf.dNvPnTl0P9E6hzeerpI7.jpg,img_460d289bd4bb8ae07953,1,0,363,757,"[[0.60675, 0.2910000000000001], [0.516, 0.2910000000000001], [0.516, 0.5433333333333334], [0.60675, 0.5433333333333334]]","{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 99.9347491032861, ""motion_length_px"": 43}"
defocus_blurr_plate/train/img_460d289bd4bb8ae07953__p001.png,defocus_blur,train,plate_4cc65e8c9cd37d419c64e727,train/images/165-jpg_jpg.rf.dNvPnTl0P9E6hzeerpI7.jpg,img_460d289bd4bb8ae07953,1,0,363,757,"[[0.60675, 0.2910000000000001], [0.516, 0.2910000000000001], [0.516, 0.5433333333333334], [0.60675, 0.5433333333333334]]","{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 99.9347491032861, ""motion_length_px"": 43}"
gaussian_blurr_plate/train/img_460d289bd4bb8ae07953__p001.png,gaussian_blur,train,plate_4cc65e8c9cd37d419c64e727,train/images/165-jpg_jpg.rf.dNvPnTl0P9E6hzeerpI7.jpg,img_460d289bd4bb8ae07953,1,0,363,757,"[[0.60675, 0.2910000000000001], [0.516, 0.2910000000000001], [0.516, 0.5433333333333334], [0.60675, 0.5433333333333334]]","{""defocus_radius_px"": 17, ""gaussian_sigma_px"": 8.0, ""motion_angle_deg"": 99.9347491032861, ""motion_length_px"": 43}"
clean_plates/train/img_72f886b56344efab802e__p001.png,clean,train,plate_c1434748fde80f144075f69b,train/images/16613_png.rf.Jeg95o8Wvvu4ctWRscnk.png,img_72f886b56344efab802e,1,0,226,58,"[[0.6228571428571431, 0.8946412352406903], [0.3645714285714287, 0.8946412352406903], [0.3645714285714287, 0.9473206176203451], [0.6228571428571431, 0.9473206176203451]]",{}
motion_blurr_plate/train/img_72f886b56344efab802e__p001.png,motion_blur,train,plate_c1434748fde80f144075f69b,train/images/16613_png.rf.Jeg95o8Wvvu4ctWRscnk.png,img_72f886b56344efab802e,1,0,226,58,"[[0.6228571428571431, 0.8946412352406903], [0.3645714285714287, 0.8946412352406903], [0.3645714285714287, 0.9473206176203451], [0.6228571428571431, 0.9473206176203451]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.6217187848597954, ""motion_angle_deg"": 143.81025797600532, ""motion_length_px"": 11}"
defocus_blurr_plate/train/img_72f886b56344efab802e__p001.png,defocus_blur,train,plate_c1434748fde80f144075f69b,train/images/16613_png.rf.Jeg95o8Wvvu4ctWRscnk.png,img_72f886b56344efab802e,1,0,226,58,"[[0.6228571428571431, 0.8946412352406903], [0.3645714285714287, 0.8946412352406903], [0.3645714285714287, 0.9473206176203451], [0.6228571428571431, 0.9473206176203451]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.6217187848597954, ""motion_angle_deg"": 143.81025797600532, ""motion_length_px"": 11}"
gaussian_blurr_plate/train/img_72f886b56344efab802e__p001.png,gaussian_blur,train,plate_c1434748fde80f144075f69b,train/images/16613_png.rf.Jeg95o8Wvvu4ctWRscnk.png,img_72f886b56344efab802e,1,0,226,58,"[[0.6228571428571431, 0.8946412352406903], [0.3645714285714287, 0.8946412352406903], [0.3645714285714287, 0.9473206176203451], [0.6228571428571431, 0.9473206176203451]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 3.6217187848597954, ""motion_angle_deg"": 143.81025797600532, ""motion_length_px"": 11}"
clean_plates/train/img_7e20bda96c27c5f496d3__p001.png,clean,train,plate_ac19211c16b2da2704d3c917,train/images/17018_png.rf.sCjD8Yr8a72g4FWyUgPa.png,img_7e20bda96c27c5f496d3,1,0,133,67,"[[0.6670533642691415, 0.6290672451193059], [0.5127610208816706, 0.6290672451193059], [0.5127610208816706, 0.7017353579175705], [0.6670533642691415, 0.7017353579175705]]",{}
motion_blurr_plate/train/img_7e20bda96c27c5f496d3__p001.png,motion_blur,train,plate_ac19211c16b2da2704d3c917,train/images/17018_png.rf.sCjD8Yr8a72g4FWyUgPa.png,img_7e20bda96c27c5f496d3,1,0,133,67,"[[0.6670533642691415, 0.6290672451193059], [0.5127610208816706, 0.6290672451193059], [0.5127610208816706, 0.7017353579175705], [0.6670533642691415, 0.7017353579175705]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.18698969064228, ""motion_angle_deg"": 131.4989100834088, ""motion_length_px"": 9}"
defocus_blurr_plate/train/img_7e20bda96c27c5f496d3__p001.png,defocus_blur,train,plate_ac19211c16b2da2704d3c917,train/images/17018_png.rf.sCjD8Yr8a72g4FWyUgPa.png,img_7e20bda96c27c5f496d3,1,0,133,67,"[[0.6670533642691415, 0.6290672451193059], [0.5127610208816706, 0.6290672451193059], [0.5127610208816706, 0.7017353579175705], [0.6670533642691415, 0.7017353579175705]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.18698969064228, ""motion_angle_deg"": 131.4989100834088, ""motion_length_px"": 9}"
gaussian_blurr_plate/train/img_7e20bda96c27c5f496d3__p001.png,gaussian_blur,train,plate_ac19211c16b2da2704d3c917,train/images/17018_png.rf.sCjD8Yr8a72g4FWyUgPa.png,img_7e20bda96c27c5f496d3,1,0,133,67,"[[0.6670533642691415, 0.6290672451193059], [0.5127610208816706, 0.6290672451193059], [0.5127610208816706, 0.7017353579175705], [0.6670533642691415, 0.7017353579175705]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.18698969064228, ""motion_angle_deg"": 131.4989100834088, ""motion_length_px"": 9}"
clean_plates/train/img_4d9917dfa6b6ea1b3559__p001.png,clean,train,plate_6aa226588989b58d0c4ebe19,train/images/17091_png.rf.LRyLTqCZIeLITxs4B6hi.png,img_4d9917dfa6b6ea1b3559,1,0,140,58,"[[0.5913173652694611, 0.2693661971830987], [0.38173652694610777, 0.2693661971830987], [0.38173652694610777, 0.37147887323943674], [0.5913173652694611, 0.37147887323943674]]",{}
clean_plates/train/img_4d9917dfa6b6ea1b3559__p002.png,clean,train,plate_c9b6f6a091aae37c8f475bd6,train/images/17091_png.rf.LRyLTqCZIeLITxs4B6hi.png,img_4d9917dfa6b6ea1b3559,2,0,139,72,"[[0.565868263473054, 0.7676056338028169], [0.3577844311377246, 0.7676056338028169], [0.3577844311377246, 0.8943661971830986], [0.5658682634730541, 0.8943661971830986]]",{}
motion_blurr_plate/train/img_4d9917dfa6b6ea1b3559__p001.png,motion_blur,train,plate_6aa226588989b58d0c4ebe19,train/images/17091_png.rf.LRyLTqCZIeLITxs4B6hi.png,img_4d9917dfa6b6ea1b3559,1,0,140,58,"[[0.5913173652694611, 0.2693661971830987], [0.38173652694610777, 0.2693661971830987], [0.38173652694610777, 0.37147887323943674], [0.5913173652694611, 0.37147887323943674]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.106524567246808, ""motion_angle_deg"": 122.49705595471788, ""motion_length_px"": 13}"
motion_blurr_plate/train/img_4d9917dfa6b6ea1b3559__p002.png,motion_blur,train,plate_c9b6f6a091aae37c8f475bd6,train/images/17091_png.rf.LRyLTqCZIeLITxs4B6hi.png,img_4d9917dfa6b6ea1b3559,2,0,139,72,"[[0.565868263473054, 0.7676056338028169], [0.3577844311377246, 0.7676056338028169], [0.3577844311377246, 0.8943661971830986], [0.5658682634730541, 0.8943661971830986]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.106524567246808, ""motion_angle_deg"": 122.49705595471788, ""motion_length_px"": 13}"
defocus_blurr_plate/train/img_4d9917dfa6b6ea1b3559__p001.png,defocus_blur,train,plate_6aa226588989b58d0c4ebe19,train/images/17091_png.rf.LRyLTqCZIeLITxs4B6hi.png,img_4d9917dfa6b6ea1b3559,1,0,140,58,"[[0.5913173652694611, 0.2693661971830987], [0.38173652694610777, 0.2693661971830987], [0.38173652694610777, 0.37147887323943674], [0.5913173652694611, 0.37147887323943674]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.106524567246808, ""motion_angle_deg"": 122.49705595471788, ""motion_length_px"": 13}"
defocus_blurr_plate/train/img_4d9917dfa6b6ea1b3559__p002.png,defocus_blur,train,plate_c9b6f6a091aae37c8f475bd6,train/images/17091_png.rf.LRyLTqCZIeLITxs4B6hi.png,img_4d9917dfa6b6ea1b3559,2,0,139,72,"[[0.565868263473054, 0.7676056338028169], [0.3577844311377246, 0.7676056338028169], [0.3577844311377246, 0.8943661971830986], [0.5658682634730541, 0.8943661971830986]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.106524567246808, ""motion_angle_deg"": 122.49705595471788, ""motion_length_px"": 13}"
gaussian_blurr_plate/train/img_4d9917dfa6b6ea1b3559__p001.png,gaussian_blur,train,plate_6aa226588989b58d0c4ebe19,train/images/17091_png.rf.LRyLTqCZIeLITxs4B6hi.png,img_4d9917dfa6b6ea1b3559,1,0,140,58,"[[0.5913173652694611, 0.2693661971830987], [0.38173652694610777, 0.2693661971830987], [0.38173652694610777, 0.37147887323943674], [0.5913173652694611, 0.37147887323943674]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.106524567246808, ""motion_angle_deg"": 122.49705595471788, ""motion_length_px"": 13}"
gaussian_blurr_plate/train/img_4d9917dfa6b6ea1b3559__p002.png,gaussian_blur,train,plate_c9b6f6a091aae37c8f475bd6,train/images/17091_png.rf.LRyLTqCZIeLITxs4B6hi.png,img_4d9917dfa6b6ea1b3559,2,0,139,72,"[[0.565868263473054, 0.7676056338028169], [0.3577844311377246, 0.7676056338028169], [0.3577844311377246, 0.8943661971830986], [0.5658682634730541, 0.8943661971830986]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 2.106524567246808, ""motion_angle_deg"": 122.49705595471788, ""motion_length_px"": 13}"
clean_plates/train/img_c557c999758cc7703692__p001.png,clean,train,plate_2b30b0b6c351737485aa1c62,train/images/17315_png.rf.vHkbvk4c41jiMWveJTBo.png,img_c557c999758cc7703692,1,0,149,75,"[[0.7489754098360656, 0.6991368680641183], [0.5963114754098361, 0.6991368680641183], [0.5963114754098361, 0.7916152897657214], [0.7489754098360656, 0.7916152897657214]]",{}
motion_blurr_plate/train/img_c557c999758cc7703692__p001.png,motion_blur,train,plate_2b30b0b6c351737485aa1c62,train/images/17315_png.rf.vHkbvk4c41jiMWveJTBo.png,img_c557c999758cc7703692,1,0,149,75,"[[0.7489754098360656, 0.6991368680641183], [0.5963114754098361, 0.6991368680641183], [0.5963114754098361, 0.7916152897657214], [0.7489754098360656, 0.7916152897657214]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.5302774767493905, ""motion_angle_deg"": 67.96383313162644, ""motion_length_px"": 17}"
defocus_blurr_plate/train/img_c557c999758cc7703692__p001.png,defocus_blur,train,plate_2b30b0b6c351737485aa1c62,train/images/17315_png.rf.vHkbvk4c41jiMWveJTBo.png,img_c557c999758cc7703692,1,0,149,75,"[[0.7489754098360656, 0.6991368680641183], [0.5963114754098361, 0.6991368680641183], [0.5963114754098361, 0.7916152897657214], [0.7489754098360656, 0.7916152897657214]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.5302774767493905, ""motion_angle_deg"": 67.96383313162644, ""motion_length_px"": 17}"
gaussian_blurr_plate/train/img_c557c999758cc7703692__p001.png,gaussian_blur,train,plate_2b30b0b6c351737485aa1c62,train/images/17315_png.rf.vHkbvk4c41jiMWveJTBo.png,img_c557c999758cc7703692,1,0,149,75,"[[0.7489754098360656, 0.6991368680641183], [0.5963114754098361, 0.6991368680641183], [0.5963114754098361, 0.7916152897657214], [0.7489754098360656, 0.7916152897657214]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 2.5302774767493905, ""motion_angle_deg"": 67.96383313162644, ""motion_length_px"": 17}"
clean_plates/train/img_798a4c7ab1aecf2a398a__p001.png,clean,train,plate_9af0820f8cb1bf9cf87fe4b0,train/images/1764_png.rf.JedpLqaHJaGnPYI3zE9E.png,img_798a4c7ab1aecf2a398a,1,0,139,72,"[[0.6916666666666667, 0.5000000000000001], [0.46, 0.5000000000000001], [0.46, 0.6722488038277512], [0.6916666666666667, 0.6722488038277512]]",{}
motion_blurr_plate/train/img_798a4c7ab1aecf2a398a__p001.png,motion_blur,train,plate_9af0820f8cb1bf9cf87fe4b0,train/images/1764_png.rf.JedpLqaHJaGnPYI3zE9E.png,img_798a4c7ab1aecf2a398a,1,0,139,72,"[[0.6916666666666667, 0.5000000000000001], [0.46, 0.5000000000000001], [0.46, 0.6722488038277512], [0.6916666666666667, 0.6722488038277512]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.120894289782203, ""motion_angle_deg"": 175.6986301354177, ""motion_length_px"": 13}"
defocus_blurr_plate/train/img_798a4c7ab1aecf2a398a__p001.png,defocus_blur,train,plate_9af0820f8cb1bf9cf87fe4b0,train/images/1764_png.rf.JedpLqaHJaGnPYI3zE9E.png,img_798a4c7ab1aecf2a398a,1,0,139,72,"[[0.6916666666666667, 0.5000000000000001], [0.46, 0.5000000000000001], [0.46, 0.6722488038277512], [0.6916666666666667, 0.6722488038277512]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.120894289782203, ""motion_angle_deg"": 175.6986301354177, ""motion_length_px"": 13}"
gaussian_blurr_plate/train/img_798a4c7ab1aecf2a398a__p001.png,gaussian_blur,train,plate_9af0820f8cb1bf9cf87fe4b0,train/images/1764_png.rf.JedpLqaHJaGnPYI3zE9E.png,img_798a4c7ab1aecf2a398a,1,0,139,72,"[[0.6916666666666667, 0.5000000000000001], [0.46, 0.5000000000000001], [0.46, 0.6722488038277512], [0.6916666666666667, 0.6722488038277512]]","{""defocus_radius_px"": 4, ""gaussian_sigma_px"": 4.120894289782203, ""motion_angle_deg"": 175.6986301354177, ""motion_length_px"": 13}"
clean_plates/train/img_ca59ef249a1061839dad__p001.png,clean,train,plate_491cd9054b9f1bbe96e05e11,train/images/17937_png.rf.8tUGQxQ6tkpP12kNqkhA.png,img_ca59ef249a1061839dad,1,0,148,77,"[[0.6861167002012073, 0.7285429141716567], [0.5372233400402414, 0.7285429141716567], [0.5372233400402414, 0.8053892215568862], [0.6861167002012073, 0.8053892215568862]]",{}
motion_blurr_plate/train/img_ca59ef249a1061839dad__p001.png,motion_blur,train,plate_491cd9054b9f1bbe96e05e11,train/images/17937_png.rf.8tUGQxQ6tkpP12kNqkhA.png,img_ca59ef249a1061839dad,1,0,148,77,"[[0.6861167002012073, 0.7285429141716567], [0.5372233400402414, 0.7285429141716567], [0.5372233400402414, 0.8053892215568862], [0.6861167002012073, 0.8053892215568862]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.020592220516135, ""motion_angle_deg"": 98.84761195868302, ""motion_length_px"": 19}"
defocus_blurr_plate/train/img_ca59ef249a1061839dad__p001.png,defocus_blur,train,plate_491cd9054b9f1bbe96e05e11,train/images/17937_png.rf.8tUGQxQ6tkpP12kNqkhA.png,img_ca59ef249a1061839dad,1,0,148,77,"[[0.6861167002012073, 0.7285429141716567], [0.5372233400402414, 0.7285429141716567], [0.5372233400402414, 0.8053892215568862], [0.6861167002012073, 0.8053892215568862]]","{""defocus_radius_px"": 5, ""gaussian_sigma_px"": 5.020592220516135, ""motion_angle_deg"": 98.84761195868302, ""motion_length_px"": 19}"
